,Company_ID,CollarID,FromDepth,ToDepth,Company_LithoCode,Company_Litho,CET_Litho,Score,Level_3,Level_2,Level_1
214,3050,1146530,193.3,197.7,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
215,3050,1146530,193.3,197.7,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
216,3050,1146526,352.8,356.1,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
217,3050,1146526,352.8,356.1,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
218,3050,1146526,352.8,356.1,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
219,3050,1146530,193.3,197.7,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
220,3050,1146530,193.3,197.7,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
221,3050,1146530,193.3,197.7,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
222,3050,1146528,76,78,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
223,3050,1146528,76,78,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
224,3050,1146528,76,78,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
225,3050,1146528,78,80,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
226,3050,1146528,78,80,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
227,3050,1146528,78,80,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
228,3050,1146528,80,84,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
229,3050,1146528,80,84,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
230,3050,1146528,80,84,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
231,3050,1146528,93,95,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
232,3050,1146528,93,95,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
233,3050,1146528,93,95,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
234,3050,1146528,95,96,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
235,3050,1146528,95,96,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
236,3050,1146528,95,96,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
237,3050,1146528,147,148,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
238,3050,1146528,147,148,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
239,3050,1146528,147,148,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
240,3050,1146531,17,22,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
241,3050,1146531,17,22,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
242,3050,1146531,17,22,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
243,3050,1146531,22,23,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
244,3050,1146531,22,23,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
245,3050,1146531,22,23,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
246,3050,1146531,23,24,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
247,3050,1146531,23,24,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
248,3050,1146531,23,24,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
249,3050,1146531,24,25,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
250,3050,1146531,24,25,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
251,3050,1146531,24,25,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
252,3050,1146531,25,29,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
253,3050,1146531,25,29,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
254,3050,1146531,25,29,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
255,3050,1146531,29,31,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
256,3050,1146531,29,31,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
257,3050,1146531,29,31,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
258,3050,1146531,31,33,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
259,3050,1146531,31,33,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
260,3050,1146531,31,33,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
261,3050,1146650,35,36,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
262,3050,1146650,35,36,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
263,3050,1146650,35,36,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
264,3050,1146650,36,39,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
265,3050,1146650,36,39,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
266,3050,1146650,36,39,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
267,3050,1146650,39,40,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
268,3050,1146650,39,40,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
269,3050,1146650,39,40,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
270,3050,1146650,40,41,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
271,3050,1146650,40,41,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
272,3050,1146650,40,41,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
273,3050,1146650,49,51,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
274,3050,1146650,49,51,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
275,3050,1146650,49,51,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
276,3050,1146650,51,53,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
277,3050,1146650,51,53,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
278,3050,1146650,51,53,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
279,3050,1146650,53,54,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
280,3050,1146650,53,54,Ac,carbonatite,carbonatite,101,carbonatite,exotic_crystalline,igneous
