dhalterationid,collarid,holeid,companyholeid,fromdepth,todepth,Alt1_Code,Alt1_Int,Alt_Comments
1409713,3031768,89816ExplorationBNRC010,BNRC010,19.0,20.0,CL,4,sap clay after MDO
1409714,3031768,89816ExplorationBNRC010,BNRC010,20.0,21.0,CL,4,sap clay after MDO
1409715,3031768,89816ExplorationBNRC010,BNRC010,21.0,22.0,CL,4,sap clay after MDO
1409716,3031768,89816ExplorationBNRC010,BNRC010,22.0,23.0,CL,4,sap clay after MDO
1409717,3031768,89816ExplorationBNRC010,BNRC010,23.0,24.0,P,4,sap clay after MDO
1409718,3031768,89816ExplorationBNRC010,BNRC010,24.0,25.0,P,4,sap clay after MDO
1409719,3031768,89816ExplorationBNRC010,BNRC010,25.0,26.0,P,4,sap clay after MDO
1409720,3031768,89816ExplorationBNRC010,BNRC010,26.0,27.0,P,4,sap clay after MDO
1409721,3031768,89816ExplorationBNRC010,BNRC010,27.0,28.0,CL,4,sap clay after MDO
1409722,3031768,89816ExplorationBNRC010,BNRC010,28.0,29.0,CL,4,sap clay after MDO
1409723,3031768,89816ExplorationBNRC010,BNRC010,29.0,30.0,P,4,MDO precursor
1409724,3031768,89816ExplorationBNRC010,BNRC010,30.0,31.0,P,4,
1409725,3031768,89816ExplorationBNRC010,BNRC010,31.0,32.0,CL,4,
1409726,3031768,89816ExplorationBNRC010,BNRC010,32.0,33.0,CL,4,very sticky wet sieved
1409727,3031768,89816ExplorationBNRC010,BNRC010,33.0,34.0,P,4,
1409728,3031768,89816ExplorationBNRC010,BNRC010,34.0,35.0,CL,4,
1409729,3031768,89816ExplorationBNRC010,BNRC010,35.0,36.0,CL,4,
1409730,3031768,89816ExplorationBNRC010,BNRC010,36.0,37.0,CL,4,
1409731,3031768,89816ExplorationBNRC010,BNRC010,37.0,38.0,CL,4,
1409732,3031768,89816ExplorationBNRC010,BNRC010,38.0,39.0,P,4,
1409733,3031768,89816ExplorationBNRC010,BNRC010,39.0,40.0,CL,4,
1409734,3031768,89816ExplorationBNRC010,BNRC010,40.0,41.0,P,4,
1409735,3031768,89816ExplorationBNRC010,BNRC010,41.0,42.0,P,4,
1409736,3031768,89816ExplorationBNRC010,BNRC010,42.0,43.0,P,4,
1409737,3031768,89816ExplorationBNRC010,BNRC010,43.0,44.0,CL,4,
1409738,3031768,89816ExplorationBNRC010,BNRC010,44.0,45.0,CL,4,
1409739,3031768,89816ExplorationBNRC010,BNRC010,45.0,46.0,P,4,
1409740,3031768,89816ExplorationBNRC010,BNRC010,46.0,47.0,CL,4,still puggy clay balls with relict doleritic texture
1409741,3031768,89816ExplorationBNRC010,BNRC010,47.0,48.0,CL,4,granular mafic clay
1409742,3031768,89816ExplorationBNRC010,BNRC010,48.0,49.0,P,4,granular mafic clay
1409743,3031768,89816ExplorationBNRC010,BNRC010,49.0,50.0,P,4,light brown powdery clay
1409744,3031768,89816ExplorationBNRC010,BNRC010,50.0,51.0,FP,4,with hard dolerite chips
1409745,3031768,89816ExplorationBNRC010,BNRC010,51.0,52.0,P,4,
1409746,3031768,89816ExplorationBNRC010,BNRC010,52.0,53.0,FP,4,"hard, massive equigranular, magnetic"
1409747,3031768,89816ExplorationBNRC010,BNRC010,53.0,54.0,P,4,
1409748,3031768,89816ExplorationBNRC010,BNRC010,54.0,55.0,FP,4,
1409749,3031768,89816ExplorationBNRC010,BNRC010,55.0,56.0,FP,4,
1409750,3031768,89816ExplorationBNRC010,BNRC010,56.0,57.0,FP,4,
1409751,3031768,89816ExplorationBNRC010,BNRC010,57.0,58.0,FP,4,
1409752,3031768,89816ExplorationBNRC010,BNRC010,58.0,59.0,FP,4,
1409753,3031768,89816ExplorationBNRC010,BNRC010,59.0,60.0,P,4,
1409754,3031768,89816ExplorationBNRC010,BNRC010,60.0,61.0,FP,4,
1409755,3031768,89816ExplorationBNRC010,BNRC010,61.0,62.0,P,4,
1409756,3031768,89816ExplorationBNRC010,BNRC010,62.0,63.0,FP,4,
1409757,3031768,89816ExplorationBNRC010,BNRC010,63.0,64.0,P,4,
1409758,3031768,89816ExplorationBNRC010,BNRC010,64.0,65.0,FP,4,
1409759,3031768,89816ExplorationBNRC010,BNRC010,65.0,66.0,FP,4,
1409760,3031768,89816ExplorationBNRC010,BNRC010,66.0,67.0,P,4,GREEN CLAY AND HARD DOLERITE CHIPS
1409761,3031768,89816ExplorationBNRC010,BNRC010,67.0,68.0,TC,1,"softer, finer grained, altered dolerite? Wet, 15% recovery"
1409762,3031768,89816ExplorationBNRC010,BNRC010,68.0,69.0,TC,1,"small pale gritty chips, 10% recovery"
1409763,3031768,89816ExplorationBNRC010,BNRC010,69.0,70.0,TC,1,from 68m onwards recoveries are poor with some virtually all washed away
1409764,3031768,89816ExplorationBNRC010,BNRC010,70.0,71.0,TC,1,0.05
1409765,3031768,89816ExplorationBNRC010,BNRC010,71.0,72.0,P,3,"1%, sheared, mylonitic"
1409766,3031768,89816ExplorationBNRC010,BNRC010,72.0,73.0,MG,2,"2%, contaminated"
1409767,3031768,89816ExplorationBNRC010,BNRC010,73.0,74.0,MG,1,"5%, harder, massive"
1409768,3031768,89816ExplorationBNRC010,BNRC010,74.0,75.0,MG,1,"15%, still with clay"
1409769,3031768,89816ExplorationBNRC010,BNRC010,75.0,76.0,SK,4,"15%, few hard chips"
1409770,3031768,89816ExplorationBNRC010,BNRC010,76.0,77.0,SK,4,"20%, quartzite"
1409771,3031768,89816ExplorationBNRC010,BNRC010,77.0,78.0,SK,4,"50, bedding evident"
1409772,3031768,89816ExplorationBNRC010,BNRC010,78.0,79.0,P,4,"60%, local 2-3mm clasts"
1409773,3031768,89816ExplorationBNRC010,BNRC010,81.0,82.0,D,4,0.6
1409774,3031768,89816ExplorationBNRC010,BNRC010,82.0,83.0,D,1,"20%, good flat shale chips"
1409775,3031768,89816ExplorationBNRC010,BNRC010,90.0,91.0,D,3,"60%, large pyrite blebs"
1409776,3031768,89816ExplorationBNRC010,BNRC010,91.0,92.0,PY,3,"60%, 3-5% pyrite"
1409777,3031768,89816ExplorationBNRC010,BNRC010,92.0,93.0,D,3,"60%, ibid"
1409778,3031768,89816ExplorationBNRC010,BNRC010,93.0,94.0,PY,3,"60%, ibid"
1409779,3031769,89816ExplorationBNRC011,BNRC011,4.0,5.0,CL,4,clay with trace shale chips
1409780,3031769,89816ExplorationBNRC011,BNRC011,5.0,6.0,P,4,clay with trace shale chips
1409781,3031769,89816ExplorationBNRC011,BNRC011,6.0,7.0,CL,4,clay with trace shale chips
1409782,3031769,89816ExplorationBNRC011,BNRC011,7.0,8.0,P,4,clay with trace shale chips
1409783,3031769,89816ExplorationBNRC011,BNRC011,8.0,9.0,P,4,varicolored
1409784,3031769,89816ExplorationBNRC011,BNRC011,9.0,10.0,P,4,trace shale chips
1409785,3031769,89816ExplorationBNRC011,BNRC011,10.0,11.0,P,4,clay with trace shale chips
1409786,3031769,89816ExplorationBNRC011,BNRC011,11.0,12.0,CL,4,good flat shale chips
1409787,3031769,89816ExplorationBNRC011,BNRC011,12.0,13.0,CL,4,"lots shale chips, trace siltstone"
1409788,3031769,89816ExplorationBNRC011,BNRC011,13.0,14.0,CL,4,
1409789,3031769,89816ExplorationBNRC011,BNRC011,14.0,15.0,CL,4,
1409790,3031769,89816ExplorationBNRC011,BNRC011,15.0,16.0,CL,4,
1409791,3031769,89816ExplorationBNRC011,BNRC011,16.0,17.0,P,4,"cruddy, few flat chips"
1409792,3031769,89816ExplorationBNRC011,BNRC011,17.0,18.0,P,4,
1409793,3031769,89816ExplorationBNRC011,BNRC011,18.0,19.0,CL,4,
1409794,3031769,89816ExplorationBNRC011,BNRC011,19.0,20.0,CL,4,
1409795,3031769,89816ExplorationBNRC011,BNRC011,20.0,21.0,CL,4,shale chips with minor chert
1409796,3031769,89816ExplorationBNRC011,BNRC011,21.0,22.0,P,4,
1409797,3031769,89816ExplorationBNRC011,BNRC011,22.0,23.0,CL,4,
1409798,3031769,89816ExplorationBNRC011,BNRC011,23.0,24.0,P,4,
1409799,3031769,89816ExplorationBNRC011,BNRC011,24.0,25.0,CL,4,
1409800,3031769,89816ExplorationBNRC011,BNRC011,25.0,26.0,P,4,
1409801,3031769,89816ExplorationBNRC011,BNRC011,26.0,27.0,P,4,
1409802,3031769,89816ExplorationBNRC011,BNRC011,27.0,28.0,CL,4,powdery clay with few shale chips
1409803,3031769,89816ExplorationBNRC011,BNRC011,28.0,29.0,CL,4,
1409804,3031769,89816ExplorationBNRC011,BNRC011,29.0,30.0,P,4,
1409805,3031769,89816ExplorationBNRC011,BNRC011,30.0,31.0,P,4,
1409806,3031769,89816ExplorationBNRC011,BNRC011,31.0,32.0,CL,4,
1409807,3031769,89816ExplorationBNRC011,BNRC011,32.0,33.0,CL,4,"FLAT, LAMINATED"
1409808,3031769,89816ExplorationBNRC011,BNRC011,33.0,34.0,P,4,
1409809,3031769,89816ExplorationBNRC011,BNRC011,34.0,35.0,CL,4,
1409810,3031769,89816ExplorationBNRC011,BNRC011,35.0,36.0,P,4,
1409811,3031769,89816ExplorationBNRC011,BNRC011,36.0,37.0,P,4,
1409812,3031769,89816ExplorationBNRC011,BNRC011,37.0,38.0,P,4,
1409813,3031769,89816ExplorationBNRC011,BNRC011,38.0,39.0,CL,4,
1409814,3031769,89816ExplorationBNRC011,BNRC011,39.0,40.0,CL,4,
1409815,3031769,89816ExplorationBNRC011,BNRC011,40.0,41.0,CL,4,
1409816,3031769,89816ExplorationBNRC011,BNRC011,41.0,42.0,CL,4,
1409817,3031769,89816ExplorationBNRC011,BNRC011,42.0,43.0,CL,4,
1409818,3031769,89816ExplorationBNRC011,BNRC011,43.0,44.0,P,4,
1409819,3031769,89816ExplorationBNRC011,BNRC011,44.0,45.0,P,4,
1409820,3031769,89816ExplorationBNRC011,BNRC011,45.0,46.0,CL,4,
1409821,3031769,89816ExplorationBNRC011,BNRC011,46.0,47.0,P,4,
1409822,3031769,89816ExplorationBNRC011,BNRC011,47.0,48.0,CL,4,slight greenish hue
1409823,3031769,89816ExplorationBNRC011,BNRC011,48.0,49.0,P,4,no chips
1409824,3031769,89816ExplorationBNRC011,BNRC011,49.0,50.0,CL,4,"no chips, poor sample"
1409825,3031769,89816ExplorationBNRC011,BNRC011,50.0,51.0,CL,4,
1409826,3031769,89816ExplorationBNRC011,BNRC011,51.0,52.0,P,4,
1409827,3031769,89816ExplorationBNRC011,BNRC011,52.0,53.0,CL,4,
1409828,3031769,89816ExplorationBNRC011,BNRC011,53.0,54.0,P,4,yellow stained grey chert
1409829,3031769,89816ExplorationBNRC011,BNRC011,54.0,55.0,P,4,lots hard chips
1409830,3031769,89816ExplorationBNRC011,BNRC011,55.0,56.0,SK,4,
1409831,3031769,89816ExplorationBNRC011,BNRC011,56.0,57.0,P,4,good hard honey brown chips
1409832,3031769,89816ExplorationBNRC011,BNRC011,57.0,58.0,P,4,
1409833,3031769,89816ExplorationBNRC011,BNRC011,58.0,59.0,SK,4,honey brown to grey chert
1409834,3031769,89816ExplorationBNRC011,BNRC011,59.0,60.0,SK,4,
1409835,3031769,89816ExplorationBNRC011,BNRC011,60.0,61.0,P,4,
1409836,3031769,89816ExplorationBNRC011,BNRC011,61.0,62.0,P,4,
1409837,3031769,89816ExplorationBNRC011,BNRC011,62.0,63.0,P,4,
1409838,3031769,89816ExplorationBNRC011,BNRC011,65.0,66.0,SK,4,with 20% chert
1409839,3031769,89816ExplorationBNRC011,BNRC011,66.0,67.0,SK,4,with 20% chert
1409840,3031769,89816ExplorationBNRC011,BNRC011,67.0,68.0,P,4,with 20% chert
1409841,3031769,89816ExplorationBNRC011,BNRC011,68.0,69.0,P,4,with 20% chert
1409842,3031769,89816ExplorationBNRC011,BNRC011,75.0,76.0,P,3,light grey to grey green shales
1409843,3031769,89816ExplorationBNRC011,BNRC011,76.0,77.0,CH,3,
1409844,3031769,89816ExplorationBNRC011,BNRC011,77.0,78.0,SK,4,
1409845,3031769,89816ExplorationBNRC011,BNRC011,78.0,79.0,SK,4,samples wet from 79 onwards
1409846,3031769,89816ExplorationBNRC011,BNRC011,85.0,86.0,SK,4,0.1
1409847,3031769,89816ExplorationBNRC011,BNRC011,86.0,87.0,P,3,"5%,"
1409848,3031769,89816ExplorationBNRC011,BNRC011,87.0,88.0,SK,3,"5%, hard to tell chert from vein quartz"
1409849,3031769,89816ExplorationBNRC011,BNRC011,88.0,89.0,P,3,"10%, pred light green chert"
1409850,3031769,89816ExplorationBNRC011,BNRC011,89.0,90.0,PY,4,"80% recovery, 15% diss and blebby pyrite"
1409851,3031769,89816ExplorationBNRC011,BNRC011,90.0,91.0,PY,4,10-15% pyrite
1409852,3031769,89816ExplorationBNRC011,BNRC011,91.0,92.0,PY,4,15% pyrite in quartz veins
1409853,3031770,89816ExplorationBNRC012,BNRC012,0.0,1.0,P,4,magnetic pisolotes
1409854,3031770,89816ExplorationBNRC012,BNRC012,1.0,2.0,MG,4,
1409855,3031770,89816ExplorationBNRC012,BNRC012,5.0,6.0,P,4,clay weathered
1409856,3031770,89816ExplorationBNRC012,BNRC012,6.0,7.0,P,4,definite mafic
1409857,3031770,89816ExplorationBNRC012,BNRC012,8.0,9.0,LM,4,"hackly, hard"
1409858,3031770,89816ExplorationBNRC012,BNRC012,9.0,10.0,P,4,soft clay weath chip
1409859,3031770,89816ExplorationBNRC012,BNRC012,10.0,11.0,LM,4,
1409860,3031770,89816ExplorationBNRC012,BNRC012,11.0,12.0,P,4,
1409861,3031770,89816ExplorationBNRC012,BNRC012,12.0,13.0,P,4,saprolitic clays
1409862,3031770,89816ExplorationBNRC012,BNRC012,13.0,14.0,P,4,
1409863,3031770,89816ExplorationBNRC012,BNRC012,14.0,15.0,LM,4,
1409864,3031770,89816ExplorationBNRC012,BNRC012,15.0,16.0,LM,4,
1409865,3031770,89816ExplorationBNRC012,BNRC012,16.0,17.0,P,4,
1409866,3031770,89816ExplorationBNRC012,BNRC012,17.0,18.0,LM,4,
1409867,3031770,89816ExplorationBNRC012,BNRC012,18.0,19.0,LM,4,
1409868,3031770,89816ExplorationBNRC012,BNRC012,19.0,20.0,P,4,
1409869,3031770,89816ExplorationBNRC012,BNRC012,20.0,21.0,P,4,
1409870,3031770,89816ExplorationBNRC012,BNRC012,21.0,22.0,P,4,
1409871,3031770,89816ExplorationBNRC012,BNRC012,22.0,23.0,LM,4,granular clay after dolerite
1409872,3031770,89816ExplorationBNRC012,BNRC012,23.0,24.0,P,4,
1409873,3031770,89816ExplorationBNRC012,BNRC012,24.0,25.0,P,4,
1409874,3031770,89816ExplorationBNRC012,BNRC012,25.0,26.0,P,4,
1409875,3031770,89816ExplorationBNRC012,BNRC012,26.0,27.0,P,4,trace sheared dolerite
1409876,3031770,89816ExplorationBNRC012,BNRC012,27.0,28.0,LM,4,strongly sheared
1409877,3031770,89816ExplorationBNRC012,BNRC012,28.0,29.0,P,4,massive to schistose
1409878,3031770,89816ExplorationBNRC012,BNRC012,29.0,30.0,P,3,
1409879,3031770,89816ExplorationBNRC012,BNRC012,30.0,31.0,TC,3,"soft, greasy, flat chips"
1409880,3031770,89816ExplorationBNRC012,BNRC012,31.0,32.0,TC,3,
1409881,3031770,89816ExplorationBNRC012,BNRC012,32.0,33.0,TC,3,
1409882,3031770,89816ExplorationBNRC012,BNRC012,35.0,36.0,P,4,
1409883,3031770,89816ExplorationBNRC012,BNRC012,36.0,37.0,P,4,
1409884,3031770,89816ExplorationBNRC012,BNRC012,37.0,38.0,P,4,very sticky when wet 20% recovery
1409885,3031770,89816ExplorationBNRC012,BNRC012,38.0,39.0,P,4,20% recovery
1409886,3031770,89816ExplorationBNRC012,BNRC012,39.0,40.0,P,4,
1409887,3031770,89816ExplorationBNRC012,BNRC012,40.0,41.0,CL,4,
1409888,3031770,89816ExplorationBNRC012,BNRC012,41.0,42.0,P,4,trace schistose chips
1409889,3031770,89816ExplorationBNRC012,BNRC012,42.0,43.0,CL,4,few flat shale chips
1409890,3031770,89816ExplorationBNRC012,BNRC012,43.0,44.0,P,4,powdery clay with no chips
1409891,3031770,89816ExplorationBNRC012,BNRC012,44.0,45.0,P,4,powdery clay with no chips
1409892,3031770,89816ExplorationBNRC012,BNRC012,45.0,46.0,P,4,powdery clay with no chips
1409893,3031770,89816ExplorationBNRC012,BNRC012,46.0,47.0,P,4,powdery clay with no chips
1409894,3031770,89816ExplorationBNRC012,BNRC012,47.0,48.0,CL,4,powdery clay with no chips
1409895,3031770,89816ExplorationBNRC012,BNRC012,48.0,49.0,P,4,powdery clay with no chips
1409896,3031770,89816ExplorationBNRC012,BNRC012,49.0,50.0,P,4,powdery clay with no chips
1409897,3031770,89816ExplorationBNRC012,BNRC012,50.0,51.0,P,4,few flat shale chips
1409898,3031770,89816ExplorationBNRC012,BNRC012,51.0,52.0,CL,4,powdery clay with no chips
1409899,3031770,89816ExplorationBNRC012,BNRC012,52.0,53.0,CL,4,powdery clay with no chips
1409900,3031770,89816ExplorationBNRC012,BNRC012,53.0,54.0,CL,4,powdery clay with no chips
1409901,3031770,89816ExplorationBNRC012,BNRC012,54.0,55.0,P,4,powdery clay with no chips
1409902,3031770,89816ExplorationBNRC012,BNRC012,55.0,56.0,P,4,powdery clay with no chips
1409903,3031770,89816ExplorationBNRC012,BNRC012,56.0,57.0,P,4,trace chips
1409904,3031770,89816ExplorationBNRC012,BNRC012,57.0,58.0,P,4,powdery clay with trace only shale chips
1409905,3031770,89816ExplorationBNRC012,BNRC012,58.0,59.0,P,4,powdery clay with trace only shale chips
1409906,3031770,89816ExplorationBNRC012,BNRC012,59.0,60.0,CL,4,powdery clay with trace only shale chips
1409907,3031770,89816ExplorationBNRC012,BNRC012,60.0,61.0,CL,4,powdery clay with trace only shale chips
1409908,3031770,89816ExplorationBNRC012,BNRC012,61.0,62.0,P,4,powdery clay with trace only shale chips
1409909,3031770,89816ExplorationBNRC012,BNRC012,62.0,63.0,CL,4,powdery clay with trace only shale chips
1409910,3031770,89816ExplorationBNRC012,BNRC012,63.0,64.0,P,4,powdery clay with trace only shale chips
1409911,3031770,89816ExplorationBNRC012,BNRC012,64.0,65.0,P,4,powdery clay with trace only shale chips
1409912,3031770,89816ExplorationBNRC012,BNRC012,65.0,66.0,GH,2,with graphite
1409913,3031770,89816ExplorationBNRC012,BNRC012,66.0,67.0,P,2,
1409914,3031770,89816ExplorationBNRC012,BNRC012,77.0,78.0,GH,4,good graphitic black shale
1409915,3031770,89816ExplorationBNRC012,BNRC012,78.0,79.0,GH,4,1-3% pyrite
1409916,3031770,89816ExplorationBNRC012,BNRC012,79.0,80.0,GH,4,good 1-2mm pyrite kernels to 5%
1409917,3031770,89816ExplorationBNRC012,BNRC012,80.0,81.0,GH,4,ibid
1409918,3031770,89816ExplorationBNRC012,BNRC012,81.0,82.0,P,4,
1409919,3031770,89816ExplorationBNRC012,BNRC012,82.0,83.0,P,4,magnetic pisolotes
1409920,3031770,89816ExplorationBNRC012,BNRC012,83.0,84.0,SK,4,1-3mm chert and shale beds
1409921,3031770,89816ExplorationBNRC012,BNRC012,84.0,85.0,SK,4,local jasper layers
1409922,3031770,89816ExplorationBNRC012,BNRC012,85.0,86.0,P,4,not as magnetic
1409923,3031770,89816ExplorationBNRC012,BNRC012,86.0,87.0,SK,4,2-3mm light to dark grey chert beds
1409924,3031770,89816ExplorationBNRC012,BNRC012,87.0,88.0,P,4,"magnetite rich, 1-2mm beds"
1409925,3031770,89816ExplorationBNRC012,BNRC012,88.0,89.0,SK,4,
1409926,3031770,89816ExplorationBNRC012,BNRC012,89.0,90.0,SK,4,light grey to cream 2-3mm chert beds with green white softer beds
1409927,3031770,89816ExplorationBNRC012,BNRC012,90.0,91.0,SK,4,"good pyrite in chert, 20%"
1409928,3031770,89816ExplorationBNRC012,BNRC012,91.0,92.0,SK,4,20% diss and bleb pyrite
1409929,3031770,89816ExplorationBNRC012,BNRC012,92.0,93.0,P,4,"10% BIF, 155 pyrite"
1409930,3031770,89816ExplorationBNRC012,BNRC012,93.0,94.0,P,4,10% diss pyrite
1409931,3031770,89816ExplorationBNRC012,BNRC012,94.0,95.0,SK,4,"5% pyrite, local chert bleaching"
1409932,3031770,89816ExplorationBNRC012,BNRC012,95.0,96.0,SK,4,15% pyrite // to bedding and as blebs and veinlets
1409933,3031770,89816ExplorationBNRC012,BNRC012,96.0,97.0,P,4,20% pyrite
1409934,3031770,89816ExplorationBNRC012,BNRC012,97.0,98.0,SK,4,10% pyrite
1409935,3031770,89816ExplorationBNRC012,BNRC012,98.0,99.0,SK,4,"5% pyrite, local chert bleaching"
1409936,3031770,89816ExplorationBNRC012,BNRC012,99.0,100.0,SK,4,
1409937,3031771,89816ExplorationBNRC013,BNRC013,0.0,1.0,SK,4,"gritty, hard , with angular quartz grains in siliceous matrix"
1409938,3031771,89816ExplorationBNRC013,BNRC013,1.0,2.0,SK,4,
1409939,3031771,89816ExplorationBNRC013,BNRC013,2.0,3.0,SK,4,quartz grains to 5mm
1409940,3031771,89816ExplorationBNRC013,BNRC013,3.0,4.0,SK,4,
1409941,3031771,89816ExplorationBNRC013,BNRC013,4.0,5.0,P,4,
1409942,3031771,89816ExplorationBNRC013,BNRC013,5.0,6.0,P,3,
1409943,3031771,89816ExplorationBNRC013,BNRC013,6.0,7.0,P,4,increase clay
1409944,3031771,89816ExplorationBNRC013,BNRC013,7.0,8.0,P,4,sticky when wet
1409945,3031771,89816ExplorationBNRC013,BNRC013,8.0,9.0,CL,4,powdery clay with no chips
1409946,3031771,89816ExplorationBNRC013,BNRC013,9.0,10.0,CL,4,powdery clay with no chips
1409947,3031771,89816ExplorationBNRC013,BNRC013,10.0,11.0,CL,4,powdery clay with no chips
1409948,3031771,89816ExplorationBNRC013,BNRC013,11.0,12.0,CL,4,powdery clay with no chips
1409949,3031771,89816ExplorationBNRC013,BNRC013,12.0,13.0,CL,4,powdery clay with no chips
1409950,3031771,89816ExplorationBNRC013,BNRC013,13.0,14.0,CL,4,powdery clay with no chips
1409951,3031771,89816ExplorationBNRC013,BNRC013,14.0,15.0,P,4,powdery clay with no chips
1409952,3031771,89816ExplorationBNRC013,BNRC013,15.0,16.0,P,4,powdery clay with no chips
1409953,3031771,89816ExplorationBNRC013,BNRC013,16.0,17.0,P,4,powdery clay with no chips
1409954,3031771,89816ExplorationBNRC013,BNRC013,17.0,18.0,CL,4,start hard chips
1409955,3031771,89816ExplorationBNRC013,BNRC013,18.0,19.0,CL,4,flat shales
1409956,3031771,89816ExplorationBNRC013,BNRC013,19.0,20.0,P,4,
1409957,3031771,89816ExplorationBNRC013,BNRC013,20.0,21.0,P,4,"varicolored red, brown , yellow shales"
1409958,3031771,89816ExplorationBNRC013,BNRC013,21.0,22.0,P,4,
1409959,3031771,89816ExplorationBNRC013,BNRC013,22.0,23.0,CL,4,"varicolored red, brown , yellow shales"
1409960,3031771,89816ExplorationBNRC013,BNRC013,23.0,24.0,SK,4,"hard, limonitic, mod magnetic"
1409961,3031771,89816ExplorationBNRC013,BNRC013,24.0,25.0,SK,4,"hard, limonitic, mod magnetic"
1409962,3031771,89816ExplorationBNRC013,BNRC013,25.0,26.0,SK,4,hard small chips
1409963,3031771,89816ExplorationBNRC013,BNRC013,26.0,27.0,SK,4,
1409964,3031771,89816ExplorationBNRC013,BNRC013,27.0,28.0,SK,4,mod magnetic
1409965,3031771,89816ExplorationBNRC013,BNRC013,28.0,29.0,P,4,mod magnetic
1409966,3031771,89816ExplorationBNRC013,BNRC013,29.0,30.0,SK,4,
1409967,3031771,89816ExplorationBNRC013,BNRC013,30.0,31.0,SK,4,
1409968,3031771,89816ExplorationBNRC013,BNRC013,31.0,32.0,P,4,
1409969,3031771,89816ExplorationBNRC013,BNRC013,32.0,33.0,SK,4,bedding evident
1409970,3031771,89816ExplorationBNRC013,BNRC013,33.0,34.0,SK,4,
1409971,3031771,89816ExplorationBNRC013,BNRC013,34.0,35.0,SK,4,
1409972,3031771,89816ExplorationBNRC013,BNRC013,35.0,36.0,P,4,
1409973,3031771,89816ExplorationBNRC013,BNRC013,36.0,37.0,P,4,
1409974,3031771,89816ExplorationBNRC013,BNRC013,37.0,38.0,P,4,ironstone chips
1409975,3031771,89816ExplorationBNRC013,BNRC013,38.0,39.0,SK,4,
1409976,3031771,89816ExplorationBNRC013,BNRC013,39.0,40.0,P,4,
1409977,3031771,89816ExplorationBNRC013,BNRC013,40.0,41.0,P,4,1-3mm beded chert with cruddy ferrug interlayers
1409978,3031771,89816ExplorationBNRC013,BNRC013,41.0,42.0,P,4,lean BIF
1409979,3031771,89816ExplorationBNRC013,BNRC013,42.0,43.0,P,4,
1409980,3031771,89816ExplorationBNRC013,BNRC013,43.0,44.0,SK,4,
1409981,3031771,89816ExplorationBNRC013,BNRC013,44.0,45.0,SK,4,
1409982,3031771,89816ExplorationBNRC013,BNRC013,45.0,46.0,P,4,small cuttings as rock breaks on close spaced bedding planes
1409983,3031771,89816ExplorationBNRC013,BNRC013,46.0,47.0,P,4,
1409984,3031771,89816ExplorationBNRC013,BNRC013,47.0,48.0,P,4,
1409985,3031771,89816ExplorationBNRC013,BNRC013,48.0,49.0,SK,4,trace graphite
1409986,3031771,89816ExplorationBNRC013,BNRC013,49.0,50.0,P,4,
1409987,3031771,89816ExplorationBNRC013,BNRC013,50.0,51.0,P,4,
1409988,3031771,89816ExplorationBNRC013,BNRC013,51.0,52.0,SK,4,2-3mm chert beds with ferruginous partings
1409989,3031771,89816ExplorationBNRC013,BNRC013,52.0,53.0,SK,4,
1409990,3031771,89816ExplorationBNRC013,BNRC013,53.0,54.0,P,4,increase magnetite content
1409991,3031771,89816ExplorationBNRC013,BNRC013,54.0,55.0,P,4,increase magnetite content
1409992,3031771,89816ExplorationBNRC013,BNRC013,55.0,56.0,P,1,
1409993,3031771,89816ExplorationBNRC013,BNRC013,56.0,57.0,P,1,
1409994,3031771,89816ExplorationBNRC013,BNRC013,57.0,58.0,LM,1,
1409995,3031771,89816ExplorationBNRC013,BNRC013,58.0,59.0,LM,1,
1409996,3031771,89816ExplorationBNRC013,BNRC013,59.0,60.0,LM,1,
1409997,3031771,89816ExplorationBNRC013,BNRC013,60.0,61.0,P,3,
1409998,3031771,89816ExplorationBNRC013,BNRC013,61.0,62.0,P,3,
1409999,3031771,89816ExplorationBNRC013,BNRC013,62.0,63.0,P,3,
1410000,3031771,89816ExplorationBNRC013,BNRC013,63.0,64.0,P,3,
1410001,3031771,89816ExplorationBNRC013,BNRC013,64.0,65.0,GO,3,
1410002,3031771,89816ExplorationBNRC013,BNRC013,65.0,66.0,P,3,
1410003,3031771,89816ExplorationBNRC013,BNRC013,66.0,67.0,GO,3,
1410004,3031771,89816ExplorationBNRC013,BNRC013,67.0,68.0,GO,3,
1410005,3031771,89816ExplorationBNRC013,BNRC013,68.0,69.0,GO,3,
1410006,3031771,89816ExplorationBNRC013,BNRC013,69.0,70.0,P,3,
1410007,3031771,89816ExplorationBNRC013,BNRC013,70.0,71.0,GO,3,
1410008,3031771,89816ExplorationBNRC013,BNRC013,71.0,72.0,GO,3,
1410009,3031771,89816ExplorationBNRC013,BNRC013,72.0,73.0,GO,3,
1410010,3031771,89816ExplorationBNRC013,BNRC013,73.0,74.0,P,3,
1410011,3031771,89816ExplorationBNRC013,BNRC013,85.0,86.0,MG,4,50% Jasper
1410012,3031771,89816ExplorationBNRC013,BNRC013,86.0,87.0,P,4,50% Jasper
1410013,3031771,89816ExplorationBNRC013,BNRC013,87.0,88.0,MG,4,50% Jasper
1410014,3031771,89816ExplorationBNRC013,BNRC013,88.0,89.0,MG,4,5% Jasper
1410015,3031771,89816ExplorationBNRC013,BNRC013,89.0,90.0,MG,4,5% Jasper
1410016,3031771,89816ExplorationBNRC013,BNRC013,91.0,92.0,MG,4,5% Jasper
